"V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64"
"676" -2.170680022 -1.18678798 -1.603455841 -0.66067999 0.007273484 -0.491676805 -1.630661549 -0.127492521 -2.291645153 -1.666008264 -0.985908799 -1.165393322 -1.060449828 -1.320881223 -0.447850825 -0.291957867 -0.526277728 -1.391507928 -1.474470052 -0.750140902 -0.874429278 -0.556695057 -0.84397007 -1.96254779 NA -0.819617845 -0.815540829 -1.030579878 -1.645583359 -0.54283242 -1.637837387 -1.992163534 -0.639227339 -1.233058385 -1.07382212 -1.330670457 NA -0.76035593 -0.374984401 -0.744229971 -0.605685905 -1.558269626 -0.724431471 -0.636388847 -1.783196239 -1.668657272 -0.291823972 -1.018600351 -1.302320927 -1.578908707 -1.758518135 -1.35208619 -1.138497222 -1.424203934 -1.62455155 -1.409767717 -1.434644622 -1.587187304 -0.368747525 -0.260326342 -0.780231287 -0.792304752 -1.112001526
"677" -1.573105983 -1.299382989 -1.147277461 -0.91030866 -0.17757285 -0.781978394 -0.787018396 -0.248846049 -1.650259907 NA -1.12639467 -1.708153885 -1.622016695 -1.15169666 -0.158409737 -0.491186409 -0.719901918 -1.090644119 -1.361406646 0.022446189 -0.214059933 -0.01349059 -1.0820502 -1.040154719 -0.621198681 -0.519361955 -0.68319685 0.189048878 -1.212004976 -1.100814712 -0.832869124 -1.049536451 -0.549220012 -1.492544161 -0.988861425 -1.39513331 -1.760842367 -0.959198233 -0.69174816 -0.693147181 -0.928616382 -1.452006905 -2.130313872 -0.958154936 -0.895508193 -0.980296062 -0.437575162 -0.396158549 -1.067695186 -1.424619475 -0.399284249 -1.294627173 -0.638658995 -0.298540816 -0.710903902 -1.806061254 -1.302320927 -0.926341068 -0.898205264 NA -0.297463084 -0.042490052 -0.647409289
"678" -0.819617845 -1.763755273 -1.490322432 0.16135325 -0.58842687 -1.427116356 -0.850737101 -0.665532014 NA -0.721546655 -1.081165375 -0.68995229 -0.655273528 -1.701005106 -0.879235824 -0.667089646 -0.201871416 -0.971539206 -1.337123317 -0.624741148 -0.111266812 -0.6680644 -0.88140633 -0.939815277 -0.026960182 0.031207927 -1.187115687 -0.222019184 -1.328025453 -0.450514777 -1.290620611 NA -0.279581636 -1.259837937 -0.07709705 -0.485807861 -0.474815186 -0.770676383 -0.35939292 -0.844435295 -0.623061573 -0.943148186 -1.002393431 -0.217658621 -0.832409248 -1.192044233 -0.545762194 -1.290257173 -1.409358301 -1.053543325 -1.37436579 -1.551169004 -0.846531488 -1.246880305 -1.650259907 -1.131652143 -0.744229971 NA -0.621943422 -0.67648674 -0.908322562 -1.104127469 -1.152646177
"679" -0.078826781 0.097580328 0.163733192 0.117605242 0.334684926 -0.097282123 -0.036975236 0.279448268 0.366031039 -0.003305457 NA -0.551126921 -1.243060193 0.043729763 0.273380288 0.054677561 0.313934444 0.059306106 -0.220148042 -0.816219178 0.319253411 0.536317917 -0.070744405 -0.950364712 0.594210433 -1.044692447 0.312764853 -0.091457611 NA 0.29229641 -0.131020262 0.475426399 0.024204689 -0.533923675 NA NA -1.485893726 -0.130336502 -0.516508407 -1.258781041 -0.092334611 -1.809719795 -1.246532419 0.268805017 0.342170258 0.145225252 -0.186570571 0.486737828 -0.032523192 -0.338694704 0.220179162 -0.047406122 -0.345593711 -0.422356976 NA -0.707246105 -0.968373812 -0.084251552 0.347765371 NA 0.561727842 0.676102746 0.833952057
"680" -0.44036716 -1.302320927 -1.878625402 0.032176732 -0.927857368 -0.693147181 -0.308565283 -1.012801632 -0.410980289 NA NA -0.669430654 -1.134135845 -2.185691342 -0.790980541 -0.542144307 -1.257373581 -1.552585101 -0.905598102 -0.534435489 -0.482562159 -0.779140894 -0.70623242 -0.70623242 -0.127492521 -0.752897185 -0.944690206 -0.730641385 -0.089049817 -1.64713978 -0.45082865 -0.186450067 -0.510992304 -1.989235274 -1.529702944 -0.888918785 -1.304161532 -0.792083928 -1.229974607 -1.077046511 -1.277978218 -1.248621556 NA NA -1.31378767 -1.171828351 -0.455075609 -0.389640973 -0.460766424 -1.213013549 -1.067404362 NA -0.863461118 -0.565986035 -0.787677664 -1.237184939 -1.544118446 -1.32275634 -1.218409852 -0.714575128 -0.701986129 -0.557218663 -1.00103196
"681" NA -0.562118918 -1.385095081 -0.613042936 -0.973125669 NA -1.378723096 -1.098112414 -0.972596568 -1.189412653 -2.146436411 NA -2.278868566 -1.289893867 -0.761426021 -0.881647788 -0.858729621 -1.051537881 -1.078221599 -0.798952239 -1.407722309 NA -1.335981547 0.078441426 -0.327393573 -0.393783603 -0.925079238 -0.523235644 -1.271181554 -1.047253996 -0.816445397 -0.868930161 -0.436800988 -1.12639467 -1.430037284 -1.526936691 -1.590125601 -0.588246771 0.327935906 0.766862218 -0.792083928 -0.966531948 -1.424203934 -1.804844709 NA -0.916790857 -0.815540829 -1.633218441 -0.286615974 -0.393190747 -1.105939064 -0.763569645 -1.031140574 -0.979763155 -1.133825044 -0.973655049 -1.47490702 -0.853315933 -0.63111179 -0.891842052 NA -2.727233021 -1.289530693
"682" -2.278868566 -2.44184716 -0.743388397 -0.580175702 -1.15518264 -1.930332119 -2.221005106 -1.173766962 -0.515670675 -0.948813924 -1.377136423 -0.586267819 0.003892415 -1.139434283 0.30025273 -0.377023435 -0.982430534 -0.758005753 -0.854255341 0.780700078 -0.665921194 -0.879235824 0.068779515 1.122426467 0.673556531 -1.596521687 -1.227924025 NA -0.901402119 -0.191887162 0.729671955 0.036813973 -0.066781034 -1.24098263 -0.389640973 -0.686767574 -0.690351093 1.620199795 -0.593120867 -0.004510155 -0.040405415 -1.191714907 -1.843263312 -2.303585593 NA -1.436325295 -1.646101897 -1.603952982 -0.683791086 0.495915011 -2.3816283 -1.348613294 -2.191938573 -1.12639467 -1.836966062 -1.941420244 -1.888490658 -2.233992302 -2.409057338 -1.413460029 -1.647659125 -2.442997247 -1.870802677
"683" -0.09805394 -0.556520583 -0.40241975 -0.3013754 NA -1.186460379 -0.967320903 -0.111155049 -1.606442403 -1.395940738 -0.901402119 -0.337572842 -0.076017486 -0.736472305 -1.249667764 -0.492494667 -0.20138206 -0.290753451 -0.390675023 -1.420471813 -0.944433038 -0.527463265 -0.682405084 -1.661784393 -0.573587946 -1.064210862 -1.317888329 -0.570398715 -1.461449035 -0.433710274 -0.736681183 -1.435484605 -0.785043195 -0.88116493 0.223783347 -0.459815703 -0.894773888 -1.039588948 -3.369698715 -1.650259907 -1.296819355 -1.810330855 -0.858493633 -0.24794867 -0.653926467 -0.989399204 -1.072359918 -0.934454703 -1.849600469 -1.445195469 -0.826907171 -1.116572614 -1.825729989 -0.965218406 -2.304587096 -0.967057849 -0.391562203 0.068966205 -0.939047719 -1.417578651 -0.696954419 -0.415666971 -0.131818575
"684" -0.635255702 -0.436336772 -0.271677498 -0.122054646 0.084341148 -0.487434671 -0.197719499 -0.05551271 -0.949330586 -0.590590592 -0.430475271 -1.029179514 -1.011700917 -1.133203733 0.275660097 -0.196745078 -0.691348799 NA -0.88673193 -0.255150347 -0.924322904 -0.065178726 -0.578390943 -0.031077956 -0.022143365 -0.26683424 -0.247820539 -0.131476363 -0.362836746 -0.148152041 NA -0.110261394 -0.042803122 -0.677470701 -0.376149054 -0.689553645 -1.088562953 NA -0.00793137 -0.457758903 -0.807212137 -0.619896719 -2.461580824 -0.674129175 -0.46904409 -0.783509621 -0.399135184 -0.517682411 -0.605136303 -0.377023434 NA -0.858729621 -0.376149054 -0.678061543 -1.101115419 -1.373970611 -1.091239534 -0.4522423 -0.690351093 -0.262924421 -0.319654452 -0.358676947 -0.578569276
"685" -0.983499482 -1.968974089 -1.664422221 0.05230778 -0.699769057 NA -0.905598102 -0.800732391 NA -0.100925919 0.016758784 -0.003405793 -0.04447449 -0.68458395 0.488948045 0.313569093 -0.177453425 0.768022715 0.531451442 0.17050198 -0.0216323 0.011434378 0.16779996 -0.5730557 NA -0.122167634 -0.210103938 -0.246028424 -0.97418471 -0.894773888 -0.986713196 -0.711922336 -0.067422676 -0.402718882 0.103639035 0.440639183 -0.524586539 -0.039884934 1.235965535 0.009455159 0.491459301 -0.196136546 -1.274037679 -0.802292628 -0.945719543 -0.94032731 -0.051925073 -0.858257701 -0.056676177 -0.907330991 -0.49200387 -0.167945391 -0.381260419 NA -0.753321904 -0.512994641 -0.852611955 -0.655851396 -1.019985968 0.021761492 -0.386839644 0.104269921 -0.316355933
"686" -0.372659156 -0.164520932 0.360188763 -0.09376138 -0.035005609 -0.386839644 -1.201642189 -0.108810906 -1.555423324 -0.94803943 0.529627751 0.067097744 -0.083164241 -2.044846897 -0.083707749 0.149970527 0.412506923 -0.508162506 -0.724225136 -1.493434237 0.09376353 -0.379358861 -0.233193887 -0.987518241 0.140978593 -0.16028613 -0.259288998 -1.026384655 -0.192250688 -0.321583624 -1.060161102 -1.958995389 NA 0.60688098 0.404531339 NA 0.099754833 -0.552168587 0.072413681 -0.585010522 0.031498667 0.230079442 0.249434885 -0.13547614 -0.790539527 -1.178305058 -0.09123848 0.058551887 -1.204639693 -1.025268894 -0.650087691 NA -0.825079852 -1.128865332 -0.801177925 NA 0.000699755 0.262364265 0.529980983 -0.186450067 0.701164952 -0.395118816 -0.389788629
"687" NA -2.072267338 NA -1.004302609 -0.214803427 -0.39734814 -0.175306222 -0.249230886 -0.693347201 -0.547662514 -1.861109547 -2.070680036 -1.456716825 -0.733136189 -1.191714907 -1.433805344 -0.14329317 -0.029634805 -1.161232651 0.200652513 0.712998826 -0.850268936 -0.381699755 -0.801177925 -0.447694342 -1.433805344 -0.708260818 -0.811030221 1.019099996 -1.692819521 0.123279016 -0.252314929 -1.497896538 -2.347582459 -2.573082341 -0.096400774 -1.387495082 -0.065071997 -1.175385348 -0.022961612 -0.849333264 -0.792967516 -0.996145957 -1.580364665 -1.717580071 -1.149484619 -1.694451287 -0.513997315 -0.41113113 -1.948413279 -1.846426871 -0.396901877 -2.465104023 -0.742967876 -0.641124153 -1.946310229 -2.505926017 -1.271538124 -1.928266714 -1.960414835 -2.001740034 NA -0.815540829
"688" -2.747310915 -2.118598257 -1.65286747 -1.586209786 -0.811480368 -0.60166249 -0.015418253 -0.841879234 NA 0.180403051 -2.039451893 -2.35598587 -2.384880336 -2.179482896 -0.031181118 -0.453500557 -0.526955006 -0.503519049 -0.241434821 -0.077313103 -0.678849876 -1.068277089 -1.253163049 -0.014809116 0.472064005 0.47778577 0.062786988 0.467375178 NA -1.028340236 0.62374351 -0.393635356 -0.720312849 -0.869168625 -0.789437841 NA -1.975441952 -0.380236054 -1.06479074 0.191198705 0.182988001 -0.519361955 -0.106694739 -2.137918471 -1.965398826 -1.788564578 -0.166526951 NA -0.884549846 -0.825308084 -1.685779146 -1.033105487 0.286005668 -0.459024125 -0.90090963 -2.565249402 -2.249992643 -2.026469657 NA -1.159318164 -1.215033752 -1.689022392 NA
"689" 0.358303617 0.197045952 0.513841073 -0.354106816 0.95973329 1.270602887 1.63006373 1.025790668 1.376420777 0.6452691 0.469878621 0.662172376 -0.833099141 -0.940583424 NA -0.236355445 0.934287809 0.035849653 0.055434707 NA -0.187173308 -0.10280822 0.228887026 1.353435369 1.448259261 1.595420121 1.585657384 1.317533606 1.586762763 0.476979243 1.711759816 2.035776969 -0.874908894 0.181821432 -0.035109177 0.051643233 0.063725691 1.277344077 1.403274381 -1.49744941 -0.007125325 1.052463633 0.569226599 0.703394497 0.729141541 0.558529484 0.540112544 1.317185411 1.193164606 0.827678074 1.134108124 1.226066922 0.9449948 0.973955684 1.639540256 1.009598909 0.732992699 0.778407025 0.211313856 1.18515689 NA 1.296178169 1.23250195
"690" -2.862951162 -2.63108916 -2.847312268 -0.58788667 -1.080870607 -0.34418188 -1.26940061 -1.105334834 NA NA -2.465104022 -2.554900022 -2.055725015 -1.591597994 -0.103584316 -0.358104537 -0.958937307 -0.901402119 -1.223835433 -0.727738625 -0.906092907 -0.355532739 -1.115656723 -1.314904365 -0.698762919 -1.193362625 -0.656044093 -0.996416776 NA -1.870802677 -0.230671818 -1.175385348 -1.557794679 -2.695627681 -2.657832485 -1.784386715 -1.550226053 -0.931912113 -0.558266698 -0.695149183 -0.626984978 -0.736681183 -1.025268894 NA -1.257022025 -1.462311848 -1.4554301 -0.588787165 -1.257373581 -1.107753947 -1.116572614 -1.54975491 -1.286630038 -0.848865756 -0.998585975 -2.432693778 -2.609110253 -2.53577898 -1.974001029 -0.331703625 -0.973919845 -1.235119533 -1.533866726
"691" -1.238564249 -1.03423003 -0.943918899 -0.896978421 0.024692613 -0.703399557 -0.170669704 -0.042594398 -0.018775155 -0.262664309 -1.550697417 -1.847695102 -1.335221091 -1.633218441 -0.705827234 -0.877070019 -0.191644884 -0.654695994 NA -1.028899676 -0.762926075 -0.73334437 -1.099012369 -1.311558015 NA -0.784823969 -0.558791128 -0.573765424 -0.100262422 NA -0.651046005 -0.376731889 -1.956869989 -1.403644 -1.140059479 -1.34822816 -1.576486812 -0.75098818 -2.111138628 -1.086782537 -1.622523152 -0.8663108 -1.125777957 -0.80609194 -1.097213268 -1.197328262 -0.329059777 -0.352398387 -0.922560345 -0.594207233 -0.559840813 -0.648938926 -0.486295626 -0.917291232 -0.37760678 -1.875358493 -1.036201029 -1.228265497 NA -0.977102871 -0.332818918 -0.021938908 -0.273779167
"692" -1.143505058 -1.199980783 -1.102319151 0.112971479 0.252935336 0.158882325 0.14496577 0.193838317 -0.213688393 -0.830571856 -0.288882793 -0.346724613 -0.185245828 -0.780667778 0.071203759 0.024302293 -0.556346139 -0.760142049 -0.665142984 -0.643595402 NA -0.40137349 -0.304624793 -0.034487931 0.163563384 -0.360826407 0.264439034 -0.17888746 -0.139721943 -0.064218572 -0.178289696 -0.925583779 0.051168287 NA -0.849099482 -0.101257832 -0.415666971 -0.527293816 0.133393883 -0.167827111 -0.400477567 0.420353721 1.14297999 -0.116196794 NA -0.54697107 -0.235595759 0.289979432 -0.412338677 -0.485482816 -0.57234648 -0.769380487 -0.33086797 -0.26188438 -0.302457358 -0.644166558 -0.855901432 -0.679441534 NA 0.448460739 -0.118445755 -0.051714436 -0.315121788
"693" -1.763755273 -0.869884359 -1.056990614 -1.048965349 -0.000900405 -0.268794897 -0.60531947 -0.302322049 -0.963120319 -1.379120157 -1.886509806 -1.588655373 -2.249992643 -1.780226233 -1.937247776 -1.320132159 -0.827135821 -1.666008264 -1.835711357 -2.3330443 -2.161953963 -1.702650294 -1.511857584 NA 0.158711691 -1.177330873 -0.220771367 -0.37571215 -0.466330384 -0.945204742 -0.125563223 -1.308592854 -3.022076249 -1.366491734 -1.645583359 -2.175952442 -1.797576355 -1.74239804 -1.50733269 -1.189412653 -1.893127964 -1.789162843 -2.341325921 -0.974979728 -0.975244875 -1.020540753 -0.807436327 -0.28143496 -1.314159763 -1.079103822 -0.639985632 -1.632706539 -1.105334834 -1.777265023 -0.960503887 -2.024196067 -1.847695102 -1.782007178 -1.146018411 -0.946749939 -1.127629238 -0.697757793 -0.762068626
"694" -0.411885676 -1.022206957 -0.36686959 -0.041864204 -0.509160344 0.035656677 -0.188379871 -0.407517212 -1.160913315 -0.768517488 -1.229290612 -2.750435918 -2.469821012 -1.456287733 -0.005716307 -0.557567886 -1.138185064 -1.707602161 -1.712578671 -1.54458694 -1.998783639 -1.695540611 -0.769164667 -0.968110481 -0.602940913 -1.267622831 -0.701179352 -0.858021824 -1.686318957 -1.749850066 -0.870839469 -1.086486109 -1.278696351 -1.942814944 NA -2.397995278 -3.849048206 -1.394326533 -1.406497068 -1.720369473 -2.130313872 -1.415105443 -0.939047719 -1.787966671 -1.15327969 -1.716466485 -1.352859585 -1.419230861 -1.09481949 -1.385494681 -1.307483181 -2.095570924 -2.237734121 -1.071191693 -1.397557553 -2.105374924 -2.369793843 -2.423623421 -2.042531188 -0.755448207 -1.100814712 -1.604450371 -1.917322692
"695" -1.5847453 -1.360236827 -1.485893726 -0.860146721 -1.438851612 -1.690647968 -1.312300681 -1.499687048 -1.861109547 -1.942117351 -2.574393816 -2.141316945 -2.192834229 -1.301585633 NA -0.905598102 -0.833329211 -1.432966769 -1.615959129 -1.513219055 -1.417578651 -0.960765222 -1.548813291 -1.95828642 NA -1.677716753 -1.129174594 -1.156771203 -2.081844426 -1.381107834 -1.496109227 -2.197324582 -1.372391456 -1.674509909 -1.820158944 -2.055725015 NA -1.284460055 -2.24620476 -1.545055654 -1.354795694 -2.15330339 -2.190149664 -0.438194933 -0.823483682 -0.704410373 1.058519195 0.061941402 -0.235595759 -0.302322049 0.124427578 -1.021651248 -0.347149031 -1.680397001 -1.258781041 -2.402405428 -1.87470639 -2.202739758 -1.175709339 -1.426283369 -1.283376827 -0.250257844 NA
"696" -2.598299337 NA -2.692669099 -0.78329073 -0.141448364 -0.497909399 -1.021651248 -0.2007707 -0.914292729 -0.780013114 -0.339677368 -0.830801346 -0.340098805 -0.241562137 0.526383963 1.094637734 0.04018179 0.560358369 0.413830024 0.551526011 0.715202171 0.664027282 -0.283291724 -0.445350042 -0.914292729 -1.174414002 -1.379517377 -1.511404172 -1.243753674 -1.773134005 -0.563347743 -0.996687669 -0.380382328 -1.242367192 -2.137070655 -1.756199294 -1.715910157 -0.635633274 0.048409139 -0.511159013 -0.208994128 -0.539396581 -1.903138057 -1.726533684 -0.885034342 -0.950623411 -0.428784913 NA -0.757365753 -0.168063685 -1.26513924 -0.83149013 -0.515168373 -0.129767058 -1.450726221 -1.352472813 -0.717439873 -0.434945413 -0.413245295 0.391501401 0.231825752 -0.198694871 -0.851908473
"697" -1.382700826 -1.677181565 -1.364141556 -1.106241316 -0.37164356 -0.0965109 -0.361256853 -0.264095763 -0.4522423 -0.238257189 -1.010601411 -1.323883101 -2.54338358 -2.347582459 -2.335108285 -0.940071261 -0.756726162 -0.997229674 -1.167319487 -1.887169654 -1.004302609 -0.714370817 -0.771973961 0.121420855 0.73169459 0.047551302 0.785361665 0.013804281 -0.093431945 -1.016663706 0.652377268 -0.404665428 -2.578338595 -1.337504197 -1.651823629 -0.970746918 -2.309609708 -0.491513313 -0.4547604 -1.995835958 -1.74239804 0.77412791 -1.070024832 -0.857786003 -1.098112414 -1.299016353 -0.540082805 -0.568101692 NA -0.549566452 -0.225396086 NA -1.46793835 -0.857078872 -0.558616288 -0.98564081 -1.652345413 -1.561600583 -0.937769764 -0.85660773 -1.286630038 -0.371353578 -0.356817811
"698" -2.445301395 -2.064355904 -1.790360448 -1.516403046 -1.227241431 -2.432693778 -1.396748819 -1.341703478 -2.007679175 -1.708153885 -2.106196279 -2.218243945 -2.239610294 -1.804236991 -1.523260216 -1.585233224 -1.030860187 -1.450726221 -2.635264531 -2.093134869 NA NA -1.700457311 NA -1.122392817 -1.219424909 -1.652345413 -1.283016012 -2.173312757 -1.477532842 -0.788557365 NA -2.499817263 -1.680933914 -1.682546384 -1.709810887 -2.344449297 -1.231344001 -1.856618042 -1.64092858 -1.927579192 -1.686318957 -2.089896 -0.969691509 -1.389900857 -1.460586966 -0.852611955 -1.242713633 -2.442997247 -1.771956842 -1.150432037 -2.071473372 -1.210661793 -4.206394066 -1.647659125 -2.295609479 NA -2.343407088 -1.558744798 -1.258077063 -1.710917081 -1.696085719 -1.564942673
"699" -1.885850393 -2.070680036 -1.570217199 -0.318966362 0.882485727 0.054772236 0.14063113 0.963174318 0.726195035 1.062881479 -1.764922815 -1.98195192 -1.943513025 NA 0.912041718 0.75165191 0.270942748 0.413367138 0.414160526 0.543428332 NA 0.547832349 0.88760315 0.497375576 1.377808457 0.882361594 1.05050689 0.905431989 0.517244976 -1.193692495 0.999086569 0.463230745 -0.578212643 -1.870153537 -1.855338451 -1.531088946 -1.984131362 0.051738195 0.812040711 0.156918275 0.665519013 0.947013905 -0.180922536 -1.424203934 -0.948813924 -1.199980783 0.368662802 0.60251106 0.673199543 NA 0.464237034 -0.124769887 -0.307068786 -0.209363928 0.031110995 -1.925519459 -1.555423324 -0.759286983 -1.552585101 0.667111166 0.745502411 0.440960944 0.55319522
"700" -1.422958345 -1.432128897 -1.350541191 -0.576075509 -0.832639159 -1.082935809 -1.757358043 NA -1.982677873 -1.62049886 -2.175071773 NA NA -1.782601531 -1.303056763 -0.3137523 -0.982964865 -0.887946259 -2.050271164 -1.370027389 -1.21402314 -1.611941043 NA -1.124545671 -1.0744076 -0.829883704 -0.456653145 -0.86298696 -0.890135774 -1.715910157 -0.287148881 -0.558266698 -1.058718725 -2.221005106 -2.552329326 -2.069887329 -2.32585372 -1.099312534 -0.667284521 -1.567336736 -1.966112856 -0.762926075 -2.388142981 -1.485451933 -1.567336736 -1.680933914 -0.529498889 -0.438504962 -0.48694635 -0.639416858 -0.689752947 -0.690151672 -1.043840053 -1.217058044 -0.293163736 -2.031794888 -2.285727976 -1.714798428 -1.783196239 -0.46203546 -0.46473752 -0.549220012 -1.085893516
"701" -0.477552047 -0.267618041 -0.04845522 -0.614890683 -0.599839003 -1.109572129 -1.711470638 -0.606419177 -2.377308639 -1.387495082 -0.529838563 -0.654503557 -0.982430534 -1.432966769 -1.417991448 -0.657780037 -0.982964865 -0.918292735 -1.125161624 -1.505979204 -1.425451076 -1.929643177 -0.861565832 -1.329914028 -1.122085645 -0.498732376 -0.707246105 -0.447850825 -1.637837387 -0.33086797 -1.136937403 -0.892574205 -0.763998922 -0.061556306 -0.269842154 -0.293029679 -0.483372597 -1.072067733 -0.428938464 -1.46967597 -1.024154378 -0.984837274 -1.345920467 -0.603123678 -0.728359936 NA -0.478358434 -1.280134165 -0.521381138 -1.047539018 NA -0.208254939 0.058646195 NA -0.441299561 NA -1.010876174 -0.473851021 -0.107585211 -0.186450067 -0.665921194 -0.793409602 -0.786359562
"702" -0.878513368 -0.149660775 0.220981215 -0.008334637 -0.554255182 -0.756299996 0.154436353 -0.541628533 -0.142485648 0.288631621 0.158028864 0.367624775 -0.450985623 -0.604038006 0.002097798 -0.256571077 NA -0.021938908 0.272847583 -0.968637212 -0.992362169 -0.813057477 -0.095850326 0.517900537 0.248187322 0.275052656 0.365545484 NA -0.207762449 0.152892746 -0.627172192 0.001998003 0.004091618 0.615077525 1.012691226 0.404397872 0.45444573 -0.687363936 0.460962885 -0.506833602 0.230952978 0.001099395 0.357184814 -0.056782014 0.197784717 0.211961262 0.332105574 -0.847931394 0.427357055 0.209774584 0.011829752 0.322011033 0.107867371 0.188386461 0.224902004 0.578297339 0.02586266 0.221382001 -0.291690094 0.123544186 -0.102586589 0.257660913 0.251925353
"703" -0.613227557 -0.502361545 -0.862749965 0.514618422 -0.07709705 -0.477068527 -1.117795108 -0.115410852 -1.015834862 -0.282230294 0.229205143 0.325122355 0.093399264 -1.472288074 0.346705413 0.214627392 -0.582679728 -0.650854268 -0.720723948 -0.765717873 NA 0.550257853 -0.392746336 -0.958154936 0.149626174 -0.254118356 0.542091706 -0.282362911 0.112971479 0.039989648 -0.526955006 -1.20764621 0.529215489 0.157858085 -0.018265809 0.563038495 -0.892330094 -0.667089646 0.099483279 -0.287148881 -0.103806169 -0.04940035 -1.015834862 -0.356103679 -0.303811454 -0.250386288 0.087186362 -0.153850725 -0.210967975 -0.918042265 -1.015834862 -1.263722809 -1.106241316 -1.043840053 -0.592759007 -0.07709705 -0.512493681 0.183487543 0.066442957 0.392312322 NA -0.412942998 -0.710903902
"704" -1.26513924 -1.33484108 -0.639985632 -0.50766396 -0.136278018 -0.816219178 -1.026663789 -0.109591677 -0.167590592 -0.069242903 -0.316355933 -0.516508407 0.366447041 -1.078515587 0.470753348 0.25487475 -0.600567999 0.400787519 -0.111378588 NA 0.313642174 0.008265744 -0.358247608 0.068872864 0.193673545 -0.040821995 -0.099820335 0.331890327 -0.178289696 -0.384927457 -0.274568433 -0.448633604 -0.429245637 -0.22652426 -0.404215889 -0.122393648 -0.940839605 -0.827593277 -0.010858743 -0.517514612 -0.053400777 -0.274436846 NA -0.553907113 -1.083822203 -1.114436839 -0.01349059 -0.009646377 -0.255925041 -0.672168774 -0.772623382 -1.160913315 -0.596928323 -0.486295626 -0.779576909 -1.670781543 NA -1.200312844 NA -0.724637848 -0.306661039 -1.09243143 -1.136314156
"705" -0.934200152 -0.709276562 NA -0.312521362 0.011236632 -1.682546384 -0.537340729 -0.028296599 -0.236735505 -0.541113025 -0.787677664 -0.946492241 -0.998857456 -1.658103084 -1.297551151 -1.00184862 -0.360109406 -0.534094251 -1.159955919 -1.445195469 -1.824489294 -1.714243027 -0.910805802 -0.291288568 -0.864172778 -1.058718725 -0.977900214 -0.798285499 -0.560541216 -0.394821948 -0.881647788 -1.041287222 -0.562294372 -0.77479117 -0.75162411 -0.646263595 -1.180256278 -0.35982275 -1.351699716 -1.787369121 -1.586209786 0.218653486 -1.001576326 -0.782415648 -1.386694441 -1.104429174 -0.84304027 -1.125469743 -1.031701583 -0.717234976 -1.054404034 -1.436745905 -1.080575926 -1.12639467 -1.384296359 -1.894456867 NA -1.197990733 -1.256319285 -1.556845462 -1.399987688 -1.108965701 -1.325387426
"706" -1.181885208 -1.021095846 -0.472566912 -0.721135217 0.774035684 0.058080211 0.40292856 0.634511205 0.381377313 -0.472727335 -0.128401715 -0.350976923 -0.719285838 -1.435904862 -0.251028755 0.433728573 0.186396576 0.270256119 -0.41143288 0.24826534 0.451712359 -0.171144256 -0.09123848 -0.304082494 -0.30652516 -0.379212737 -0.474172306 -0.806315879 -0.825079852 -0.404665428 -0.906092907 -0.705422211 -0.428938464 -0.980029573 -1.179605448 -1.042704657 -0.460449416 -0.14352401 0.284878145 -0.250771718 -0.038429027 0.416866531 -0.117883041 -0.241052972 -1.291347884 -1.011975982 -0.97127504 -0.334075112 -1.666008264 -0.505340694 -0.850737101 -0.33785319 -0.148268017 -0.62960916 -0.56528181 -0.977368581 -0.531198414 -0.6267978 -1.006762635 0.250213823 -0.392450171 -0.465692934 -0.607703699
"707" -1.812778836 -1.257022025 -1.780226233 -1.398771883 0.335900645 -0.376877651 -0.287815415 0.23791393 -0.678061543 -0.633935321 -1.210661792 -1.521427035 -1.66020503 -1.551640814 0.309321248 0.099754833 -0.343617705 0.037295785 0.157431008 -0.591674212 0.224103091 0.097035963 -0.647982629 -0.352967539 0.45767798 -1.181233317 0.293042679 -0.75162411 0.309688153 -0.626423549 NA -0.444569828 -0.793851885 -0.769596353 -1.043272194 -0.615630738 -1.23031678 0.634564223 -0.598200703 0.480758092 0.305202686 NA 0.468877996 -1.57358826 -1.994365369 -1.779040697 -0.685575915 -1.219086442 -2.510840032 -1.686318957 -2.744195648 -1.215370849 -1.196666229 -1.219086442 -1.254915283 NA -2.028748427 -1.792159549 -0.597655199 -2.266253164 -1.880590683 -1.506430162 -1.074993423
